change,locode,name,name_wo_diacritics,subdivision,function,status,date,iata,coordinates,remarks,latitude,longitude,is_water_port
,CNLQI,Luoqi,Luoqi,CQ,1-------,RL,1401,,,,,,1
,CNLUX,Luoxi,Luoxi,44,--3-----,RL,0901,,2303N 11317E,,23.050000,113.283333,0
,CNLYA,Luoyang,Luoyang,HA,-234----,AS,2107,,,,,,0
,CNLYZ,Luoyang Railway Station,Luoyang Railway Station,HA,-2------,AS,1601,,,,,,0
,CNJLY,Luoyuanwan,Luoyuanwan,FJ,-----6--,RL,1401,,2625N 11942E,,26.416667,119.700000,0
,CNLQU,Luquan,Luquan,13,--3-----,RL,0901,,3804N 11417E,,38.066667,114.283333,0
,CNLSH,Lushun New Pt,Lushun New Pt,LN,1-------,AS,1407,,3841N 12111E,,38.683333,121.183333,1
,CNLUS,Lusi,Lusi,JS,1-------,AS,1601,,3203N 12137E,,32.050000,121.616667,1
,CNLWN,Luwan,Luwan,SH,--3--6--,RL,1401,,,,,,0
,CNLXP,Luxikou Pt,Luxikou Pt,HB,1-------,RL,1401,,,,,,1
,CNLZI,Luzhai,Luzhai,GX,1-------,RL,1401,,,,,,1
,CNLUZ,Luzhou,Luzhou,SC,1-------,AS,1601,,2854N 10524E,,28.900000,105.400000,1
,CNMAA,Ma'anshan,Ma'anshan,AH,123-----,AS,2107,,3143N 11828E,,31.716667,118.466667,1
,CNMBI,Mabian Island,Mabian Island,GD,1-------,RQ,1007,,2267N 11465E,,23.116667,115.083333,1
,CNMCH,Machong,Machong,GD,--3-----,RL,0307,,2302N 11334E,,23.033333,113.566667,0
,CNMAC,Macun,Macun,HI,1-------,AS,1401,,1957N 11001E,,19.950000,110.016667,1
,CNSHM,Mafang,Mafang,GD,1-------,AS,1407,,2321N 11241E,,23.350000,112.683333,1
,CNMJS,Maji Shan,Maji Shan,ZJ,1-------,RL,0407,,3040N 12224E,,30.666667,122.400000,1
,CNMJD,Majiadian,Majiadian,HB,1-------,RL,1401,,,,,,1
,CNMAJ,Majistan/Zhoushan,Majistan/Zhoushan,ZJ,1-------,RQ,0407,,3001N 12206E,,30.016667,122.100000,1
,CNMAN,Manas,Manas,XJ,--3--6--,RL,0901,,4418N 08613E,,44.300000,86.216667,0
,CNMDL,Mandula,Mandula,NM,--3-----,AS,1407,,,,,,0
,CNMLX,Manzhouli,Manzhouli,NM,-23-----,AS,1401,,4935N 11723E,,49.583333,117.383333,0
,CNNZH,Manzhouli Xijiao Apt,Manzhouli Xijiao Apt,NM,---4----,AS,1601,,,,,,0
,CNMOG,Maogang,Maogang,GD,1-3-----,RQ,1001,,2303N 11244E,,23.050000,112.733333,1
,CNMLG,Maoling,Maoling,GX,1-------,RL,1401,,,,,,1
,CNMMI,Maoming,Maoming,GD,-23-----,RL,1401,,,,,,0
,CNMPP,Maoping Pt,Maoping Pt,HB,1-------,RL,1401,,,,,,1
,CNMSP,Maoshan Pt,Maoshan Pt,HB,1-------,RL,1401,,,,,,1
,CNMTZ,Matouzhen,Matouzhen,JX,1-------,RL,1401,,,,,,1
,CNMWN,Mawan Pt,Mawan Pt,GD,1-------,AS,1407,,2227N 11353E,,22.450000,113.883333,1
,CNMAW,Mawei Pt,Mawei Pt,FJ,1-------,AS,1407,,2559N 11927E,,25.983333,119.450000,1
,CNMAY,Mayong,Mayong,GD,1-------,AS,1401,,,,,,1
,CNMZS,Mazongshan,Mazongshan,GS,--3-----,AS,1601,,4132N 09708E,,41.533333,97.133333,0
,CNMCI,MCID - Private Terminal,MCID - Private Terminal,,--3-----,RQ,0901,,2302N 11331E,,23.033333,113.516667,0
,CNMIO,Meiao,Meiao,ZJ,1-------,RL,1401,,,,,,1
,CNMGG,Meigeng,Meigeng,AH,1-------,RL,1401,,,,,,1
,CNMLI,Meilin,Meilin,FJ,1-------,AS,1401,,,,,,1
,CNMSA,Meisha Pt,Meisha Pt,GD,1-------,AS,1601,,2442N 11704E,,24.700000,117.066667,1
,CNMSN,Meishan,Meishan,ZJ,1-------,AS,1407,,,,,,1
,CNMSG,Meishan Pt,Meishan Pt,ZJ,1-------,AS,1407,,,,,,1
,CNEIX,Meixian,Meixian,61,--3-----,RL,0901,,3416N 10744E,,34.266667,107.733333,0
,CNMXZ,Meixian Changgangji Apt,Meixian Changgangji Apt,GD,---4----,AS,1407,,,,,,0
,CNMEZ,Meizhou,Meizhou,GD,--34----,RL,1401,,,,,,0
,CNMZW,Meizhouwan,Meizhouwan,FJ,1-------,RL,1401,,,,,,1
,CNMCX,Mengcheng,Mengcheng,AH,-23-----,RL,1401,,3316N 11633E,,33.266667,116.550000,0
,CNMDN,Mengding,Mengding,YN,--3-----,AS,1601,,2333N 09905E,,23.550000,99.083333,0
,CNMLN,Menglian,Menglian,YN,--3-----,AS,1601,,2220N 09943E,,22.333333,99.716667,0
,CNMEN,Mengshan,Mengshan,GX,--3-----,RQ,1001,,2412N 11031E,,24.200000,110.516667,0
,CNMYG,Mianyang,Mianyang,SC,-----6--,AS,1601,,3130N 10442E,,31.500000,104.700000,0
,CNMIG,Mianyang Nanjiao Apt,Mianyang Nanjiao Apt,SC,---4----,RL,1401,,,,,,0
,CNMSW,Miaoshanwei,Miaoshanwei,JS,--3-----,RL,0607,,3406N 11739E,,34.100000,117.650000,0
,CNMOT,Miaotou,Miaotou,GD,1-------,AS,1401,,,,,,1
,CNMDU,Midu,Midu,YN,--3-----,RL,0607,,2521N 10029E,,25.350000,100.483333,0
,CNMGX,Mingxi,Mingxi,35,--3-----,RL,0901,,2614N 11737E,,26.233333,117.616667,0
,CNMNG,Minhang,Minhang,31,--3-----,RL,0901,,3100N 12124E,,31.000000,121.400000,0
,CNMHG,Minxing,Minxing,SH,1-3--6--,RL,1401,,,,,,1
,CNMIS,Mishan,Mishan,HL,--3-----,AS,1601,,4532N 13150E,,45.533333,131.833333,0
,CNMIY,Miyun,Miyun,11,1----6--,RL,0901,,4022N 11650E,,40.366667,116.833333,1
,CNMHN,Mohan,Mohan,YN,--3-----,AS,9506,,,,,,0
,CNMOH,Mohe,Mohe,HL,1-------,AS,1601,,5301N 12227E,,53.016667,122.450000,1
,CNLPG,Mouping,Mouping,SD,1-------,RL,1401,,,,,,1
,CNMYM,Moupingyangmadao,Moupingyangmadao,SD,1-------,RL,1401,,,,,,1
,CNMDG,Mudanjiang,Mudanjiang,HL,-234----,AS,2107,,,,,,0
,CNMUG,Mugang,Mugang,GD,--3-----,RL,1401,,2304N 11224E,,23.066667,112.400000,0
,CNMZT,Muzhaerte,Muzhaerte,XJ,--3-----,AS,1401,,,,,,0
,CNMZU,Muzhou,Muzhou,GD,1-------,RL,1401,,,,,,1
,CNGYN,Nanan,Nanan,GD,1-------,AS,1601,,,,,,1
,CNNAS,Nan'an,Nan'an,FJ,-23-----,RL,2207,,,,,,0
,CNNNN,Nan'an,Nan'an,CQ,--3-----,RQ,1401,,2932N 10635E,,29.533333,106.583333,0
,CNNAN,Nanao Pt,Nanao Pt,GD,1-------,AS,1407,,2326N 11741E,,23.433333,117.683333,1
,CNNBA,Nanbian,Nanbian,GD,--3-----,RL,0607,,2317N 11253E,,23.283333,112.883333,0
,CNNCH,Nanchang,Nanchang,JX,---45---,AS,1401,,2840N 11555E,,28.666667,115.916667,0
,CNKHN,Nanchang Changbei International Apt,Nanchang Changbei International Apt,JX,---4----,AS,1601,,,,,,0
,CNNCO,Nanchong,Nanchong,SC,-----6--,AS,1407,,,,,,0
,CNNDN,Nanding,Nanding,SD,-2------,RL,1401,,,,,,0
,CNNAD,Nandu,Nandu,GX,1-------,RL,1401,,,,,,1
,CNNAF,Nanfeng,Nanfeng,36,--3-----,RL,0901,,2455N 11506E,,24.916667,115.100000,0
,CNNGG,Nangang,Nangang,GD,--3-----,RQ,9705,,,,,,0
,CNNAH,Nanhai Pt,Nanhai Pt,GD,1-------,AS,1407,,2301N 11309E,,23.016667,113.150000,1
,CNNNH,Nanhui,Nanhui,SH,-----6--,AS,1401,,3103N 12145E,,31.050000,121.750000,0
,CNNJK,Nanjiangkou,Nanjiangkou,GD,1-------,AS,1401,,2307N 11148E,,23.116667,111.800000,1
,CNNJI,Nanjing,Nanjing,JS,1--45---,AS,1401,,3203N 11846E,,32.050000,118.766667,1
,CNNKG,Nanjing Lukou International Apt,Nanjing Lukou International Apt,JS,---4----,AS,1601,,,,,,0
,CNNJG,Nanjing Pt,Nanjing Pt,JS,1-------,AS,1601,,,,,,1
,CNNLG,Nanling,Nanling,AH,--3-----,RL,0607,,3055N 11819E,,30.916667,118.316667,0
,CNNIN,Nanning,Nanning,GX,1-345---,AS,1601,,2248N 10819E,,22.800000,108.316667,1
,CNNIG,Nanning Pt,Nanning Pt,GX,1-------,AS,1601,,,,,,1
,CNNNG,Nanning Wuxu International Apt,Nanning Wuxu International Apt,GX,---4----,AS,1601,,,,,,0
,CNANI,Nanpi,Nanpi,13,--3-----,RL,0901,,3802N 11642E,,38.033333,116.700000,0
,CNNAP,Nanping,Nanping,JL,--3-----,AS,1401,,4216N 12911E,,42.266667,129.183333,0
,CNNPS,Nanping,Nanping,FJ,-23-----,AS,1407,,2213N 11329E,,22.216667,113.483333,0
,CNNQO,Nanqiao,Nanqiao,SH,--3-----,RL,1401,,,,,,0
,CNNSN,Nansan,Nansan,YN,--3-----,AS,1401,,,,,,0
,CNNSA,Nansha Pt,Nansha Pt,GD,1-------,AS,1407,,2245N 11335E,,22.750000,113.583333,1
,CNNSH,Nanshan,Nanshan,GD,--3-----,RL,1401,,2232N 11356E,,22.533333,113.933333,0
,CNNTG,Nantong,Nantong,JS,1234----,AS,2107,,3201N 12051E,,32.016667,120.850000,1
,CNNTU,Nantou,Nantou,GD,--3-----,RL,1401,,,,,,0
,CNNWI,Nanwei,Nanwei,GD,--3-----,RL,0907,,2132N 11021E,,21.533333,110.350000,0
,CNNNX,Nanxi,Nanxi,SC,1-------,RL,1401,,,,,,1
,CNNXI,Nanxiang,Nanxiang,GX,1-------,RL,1401,,,,,,1
,CNNYA,Nanyang,Nanyang,HA,-----6--,AS,1401,,3300N 11232E,,33.000000,112.533333,0
,CNNYG,Nanyang,Nanyang,32,--3-----,RL,0901,,3505N 11640E,,35.083333,116.666667,0
,CNNAY,Nanyuan,Nanyuan,BJ,---4----,RL,1401,,4015N 11630E,,40.250000,116.500000,0
,CNNZU,Nanzhuang,Nanzhuang,HE,--3-----,RL,0607,,3824N 11539E,,38.400000,115.650000,0
,CNNZA,Nanzhuang,Nanzhuang,HA,--3-----,RL,0607,,3454N 11253E,,34.900000,112.883333,0
,CNZNZ,Naozhou,Naozhou,GD,1-------,AS,1407,,2055N 11035E,,20.916667,110.583333,1
,CNNAT,Natong,Natong,GX,--3-----,RL,0607,,2303N 10751E,,23.050000,107.850000,0
,CNNWA,Nawan,Nawan,GX,--3-----,RQ,0907,,2303N 10553E,,23.050000,105.883333,0
,CNNEG,Neigang,Neigang,GD,1-------,RQ,0507,,2306N 11325E,,23.100000,113.416667,1
,CNNSY,Nianshanyapojiao,Nianshanyapojiao,GD,1-------,AS,1401,,,,,,1
,CNNZG,Nianzigou,Nianzigou,XJ,--3-----,AS,1407,,,,,,0
,CNNCA,Nicha,Nicha,AH,1-------,RL,1401,,,,,,1
,CNNIA,Ning'an,Ning'an,HL,-23-----,RL,0607,,4420N 12928E,,44.333333,129.466667,0
,CNNBO,Ningbo,Ningbo,ZJ,12-4----,AS,2007,,2952N 12133E,,29.866667,121.550000,1
,CNNGB,Ningbo Lishe International Apt,Ningbo Lishe International Apt,ZJ,---4----,AS,1601,,,,,,0
,CNNBG,Ningbo Pt,Ningbo Pt,ZJ,1-------,AS,1401,,2955N 12140E,,29.916667,121.666667,1
,CNNDE,Ningde,Ningde,FJ,1-------,RL,1401,,,,,,1
,CNNGU,Ningguo,Ningguo,41,--3-----,RL,0901,,3590N 11310E,,36.500000,113.166667,0
,CNNHE,Ninghe,Ninghe,12,--3-----,RL,0901,,3927N 11745E,,39.450000,117.750000,0
,CNNMI,Ningming,Ningming,GX,1-------,RL,1401,,,,,,1
,CNNGW,Ningwu,Ningwu,SX,--3-----,RQ,1001,,3908N 11218E,,39.133333,112.300000,0
,CNNKL,Niuguling,Niuguling,GD,1-------,AS,1401,,,,,,1
,CNNTN,Niutoushan,Niutoushan,AH,1-------,RL,1401,,,,,,1
,CNNUD,Nudao,Nudao,SD,1-------,AS,1401,,3623N 12052E,,36.383333,120.866667,1
,CNLZY,Nyingchi,Nyingchi,XZ,-234----,RL,2107,,,,,,0
,CNORD,Ordos,Ordos,NM,-----6--,AS,1407,,,,,,0
,CNPZO,Paizhou,Paizhou,HB,1-------,RL,1401,,,,,,1
,CNPAJ,Panjin,Panjin,LN,1-------,AS,1401,,4107N 12203E,,41.116667,122.050000,1
,CNPNT,Pantang,Pantang,HB,1-------,RL,1401,,,,,,1
,CNPYU,Panyu,Panyu,GD,--3-----,RL,1401,,,,,,0
,CNPZI,Panzhihua,Panzhihua,SC,-234----,RL,2107,,,,,,0
,CNPZH,Panzhihuazhan,Panzhihuazhan,SC,-2------,AS,1601,,2634N 10143E,,26.566667,101.716667,0
=,CN,Peking = Beijing,Peking = Beijing,,,,,,,,,,0
,CNPLI,Penglai Pt,Penglai Pt,SD,1-------,AS,1407,,3748N 12045E,,37.800000,120.750000,1
,CNPZE,Pengze,Pengze,JX,1-------,RL,1401,,,,,,1
,CNPMA,Pianma,Pianma,YN,--3-----,AS,1401,,2601N 09837E,,26.016667,98.616667,0
,CNPKO,Pikou,Pikou,LN,1-------,RL,1401,,,,,,1
,CNPND,Pingdi,Pingdi,GZ,--3-----,RL,0001,,,,,,0
¦,CNPDE,Pingdingshan,Pingdingshan,HA,-2------,RL,2407,,3344N 11318E,,33.733333,113.300000,0
,CNPDU,Pingdu,Pingdu,37,-----6--,RL,0901,,3647N 11659E,,36.783333,116.983333,0
,CNPIG,Pinggu,Pinggu,BJ,-----6--,AS,1601,,4008N 11707E,,40.133333,117.116667,0
,CNPII,Pinghai,Pinghai,GD,--3-----,RL,0207,,2236N 11451E,,22.600000,114.850000,0
,CNPHU,Pinghu,Pinghu,GD,--3-----,RL,0105,,,,,,0
,CNPNH,Pinghu,Pinghu,GZ,--3-----,RL,0001,,,,,,0
,CNPNU,Pinghu,Pinghu,ZJ,--3--6--,RL,0501,,3042N 12100E,,30.700000,121.000000,0
,CNPHN,Pinghu'Nan,Pinghu'Nan,GD,-2------,RL,1401,,,,,,0
,CNPIL,Pingle,Pingle,GX,1-------,RL,1401,,,,,,1
,CNPGM,Pingmeng,Pingmeng,GX,--3-----,AS,1401,,,,,,0
,CNPGN,Pingnan,Pingnan,GX,1-------,RL,1401,,,,,,1
,CNPSH,Pingsha,Pingsha,GD,1-------,RL,1401,,,,,,1
,CNPNS,Pingshan,Pingshan,GD,--3-----,RL,0001,,,,,,0
,CNPXM,Pingshaxinmatou,Pingshaxinmatou,GD,1-------,AS,1401,,2206N 11310E,,22.100000,113.166667,1
,CNPIS,Pingshi,Pingshi,GD,-2------,RL,1401,,,,,,0
,CNPTN,Pingtan,Pingtan,FJ,123-----,AA,2301,,2530N 11943E,,25.500000,119.716667,1
,CNPIN,Pingxiang Railway Station,Pingxiang Railway Station,GX,-2------,AS,1601,,2207N 10644E,,22.116667,106.733333,0
,CNPGZ,Pingzhou,Pingzhou,GD,1-------,AS,1401,,2302N 11312E,,23.033333,113.200000,1
¦,CNPJS,Pizhou,Pizhou,JS,1-------,RL,2407,,3420N 11801E,,34.333333,118.016667,1
,CNPOJ,Poji,Poji,GD,--3-----,RL,0907,,2145N 11016E,,21.750000,110.266667,0
,CNPJO,Pojiao,Pojiao,GZ,1-------,RL,1401,,,,,,1
=,CN,Port Arthur = Lushun New Pt,Port Arthur = Lushun New Pt,,,,,,,,,,0
,CNPCH,Pucheng,Pucheng,35,--3-----,RL,0901,,2544N 11848E,,25.733333,118.800000,0
,CNPDG,Pudong/Shanghai,Pudong/Shanghai,SH,1-3-----,RL,0607,,3114N 12130E,,31.233333,121.500000,1
,CNPDX,Pudongxinqu Pt,Pudongxinqu Pt,SH,1-------,RL,1401,,,,,,1
,CNPNG,Puning,Puning,GD,-----6--,RL,1701,,2318N 11610E,,23.300000,116.166667,0
,CNPQI,Puqi,Puqi,ZJ,1-------,RL,1401,,,,,,1
,CNPQA,Puqian,Puqian,HI,1-------,RL,1401,,,,,,1
,CNPUT,Putian,Putian,FJ,1----6--,AS,1601,,2426N 11901E,,24.433333,119.016667,1
,CNPXI,Puxi,Puxi,ZJ,1-------,RL,1401,,,,,,1
,CNPYG,Puyang,Puyang,41,123--6--,RL,0901,,3542N 11500E,,35.700000,115.000000,1
,CNQDO,Qiandong,Qiandong,44,--3-----,RL,0901,,2339N 11654E,,23.650000,116.900000,0
,CNQJO,Qiangjiao,Qiangjiao,ZJ,1-------,RL,1401,,,,,,1
,CNQHW,Qianhaiwan Pt,Qianhaiwan Pt,GD,0-------,AS,1601,,2232N 11354E,,22.533333,113.900000,0
,CNQSN,Qianshan/Zhuhai,Qianshan/Zhuhai,GD,1-3--6--,RL,1401,,2214N 11331E,,22.233333,113.516667,1
,CNQAW,Qianwan,Qianwan,SD,1-3-----,RL,0401,,3603N 12013E,,36.050000,120.216667,1
,CNQIA,Qianxi,Qianxi,HE,--3-----,RL,9901,,,,,,0
,CNQNX,Qianxian,Qianxian,61,--3-----,RL,0901,,3431N 10813E,,34.516667,108.216667,0
,CNLJQ,Qianyu,Qianyu,FJ,1-------,AS,1407,,2612N 11931E,,26.200000,119.516667,1
,CNQIE,Qiaoshe,Qiaoshe,GD,--3-----,RL,1401,,,,,,0
,CNQTU,Qiaotou,Qiaotou,QH,-23-----,RL,0607,,3656N 10142E,,36.933333,101.700000,0
,CNQXU,Qiaoxu,Qiaoxu,45,--3-----,RL,0901,,2305N 10936E,,23.083333,109.600000,0
,CNQID,Qidong,Qidong,JS,-23-----,AS,2107,,3148N 12139E,,31.800000,121.650000,0
,CNIQM,Qiemo Apt,Qiemo Apt,XJ,---4----,RL,1401,,,,,,0
,CNQIH,Qihe,Qihe,37,--3-----,RL,0901,,3642N 11647E,,36.700000,116.783333,0
,CNQKE,Qike,Qike,HL,1-------,RL,1401,,,,,,1
,CNQMN,Qimen,Qimen,ZJ,1-------,RL,1401,,,,,,1
,CNQDL,Qindeli,Qindeli,HL,1-------,RL,1401,,,,,,1
,CNQIN,Qingdao,Qingdao,SD,12-45---,AS,2007,,3603N 12019E,,36.050000,120.316667,1
,CNTAO,Qingdao Jiaodong International Apt,Qingdao Jiaodong International Apt,SD,---4----,AS,2201,,,,,,0
,CNQDG,Qingdao Pt,Qingdao Pt,SD,1-------,AS,1601,,,,,,1
,CNQGG,Qingge,Qingge,HI,1-------,RL,1401,,,,,,1
,CNQIG,Qingguji / Shangqiu,Qingguji / Shangqiu,41,1----6--,RL,0901,,3441N 11546E,,34.683333,115.766667,1
,CNQHE,Qinghe,Qinghe,HL,1-------,RL,1401,,,,,,1
,CNQJI,Qingjiang,Qingjiang,ZJ,1-------,RL,1401,,,,,,1
,CNQLN,Qinglan Pt,Qinglan Pt,HI,1-------,AS,1407,,1933N 11049E,,19.550000,110.816667,1
,CNQLU,Qingliu,Qingliu,35,--3-----,RQ,0901,,2614N 11737E,,26.233333,117.616667,0
,CNQGP,Qingpu,Qingpu,SH,-----6--,AS,1401,,2553N 11923E,,25.883333,119.383333,0
,CNQGS,Qingshi,Qingshi,JL,1-------,AS,1401,,4122N 12631E,,41.366667,126.516667,1
,CNQSE,Qingshuihe/Shenzhen,Qingshuihe/Shenzhen,GD,1----6--,RQ,1401,,,,,,1
,CNQXI,Qingxi,Qingxi,GD,--3-----,,1907,,2251N 11409E,,22.850000,114.150000,0
,CNQIX,Qingxian,Qingxian,13,--3-----,RL,0901,,3835N 11648E,,38.583333,116.800000,0
,CNQYA,Qingyang,Qingyang,JS,1-------,RL,1401,,,,,,1
,CNIQN,Qingyang Xifengzhen Apt,Qingyang Xifengzhen Apt,GS,---4----,RL,1401,,,,,,0
,CNQGY,Qingyuan,Qingyuan,GD,1-------,AS,1401,,2342N 11301E,,23.700000,113.016667,1
,CNQGZ,Qingzhou,Qingzhou,SD,-2------,RL,1401,,,,,,0
,CNQOU,Qingzhou,Qingzhou,35,--3-----,RL,0901,,2632N 11758E,,26.533333,117.966667,0
,CNSHP,Qinhuangdao Pt,Qinhuangdao Pt,HE,1-------,AS,1601,,3955N 11935E,,39.916667,119.583333,1
,CNQJG,Qinjiang,Qinjiang,GX,1-------,RL,1401,,,,,,1
,CNQZH,Qinzhou,Qinzhou,GX,123-----,AS,2107,,,,,,1
,CNSAJ,Qinzhoushajing,Qinzhoushajing,GX,1-------,RL,1401,,,,,,1
,CNQHA,Qionghai,Qionghai,HI,--3-----,RL,1401,,1912N 11024E,,19.200000,110.400000,0
,CNQZG,Qiongzhong,Qiongzhong,HI,--3-----,RL,1401,,2000N 11020E,,20.000000,110.333333,0
,CNNDG,Qiqihar,Qiqihar,HL,-234----,AS,2107,,,,,,0
,CNQSA,Qisha Pt,Qisha Pt,GX,1-------,AS,1407,,2135N 10828E,,21.583333,108.466667,1
,CNQXT,Qixingtai,Qixingtai,HB,1-------,RL,1401,,,,,,1
,CNQZO,Qizhou,Qizhou,HB,1-------,RL,1401,,,,,,1
,CNTCG,Qoqek Apt,Qoqek Apt,XJ,---4----,AS,1401,,,,,,0
,CNQUG,"Quangang,Quanzhou","Quangang,Quanzhou",FJ,123--6--,,2307,,2508N 11855E,,25.133333,118.916667,1
,CNQUH,Quanhe,Quanhe,JL,--3-----,AS,1601,,,,,,0
,CNQUJ,Quanjiao,Quanjiao,AH,-----6--,RL,1107,,3202N 11804E,,32.033333,118.066667,0
,CNQYG,Quanyang,Quanyang,JL,-23-----,RL,0607,,4221N 12733E,,42.350000,127.550000,0
,CNQZL,Quanzhou,Quanzhou,FJ,1-------,AS,1401,,2456N 11836E,,24.933333,118.600000,1
,CNJJN,Quanzhou Jinjiang Apt,Quanzhou Jinjiang Apt,FJ,---4----,AS,1407,,2449N 11834E,,24.816667,118.566667,0
,CNQUF,Qufu,Qufu,SD,-23--6--,RL,1401,,,,,,0
¦,CNQUI,Qujing,Qujing,YN,-23-56--,AS,2407,,2529N 10347E,,25.483333,103.783333,0
,CNQKU,Qukou,Qukou,HI,1-------,RL,1401,,,,,,1
,CNJDR,Quxi,Quxi,GD,1-------,AS,1407,,2335N 11626E,,23.583333,116.433333,1
,CNQUY,Quyang,Quyang,13,--3-----,RL,0901,,3937N 11443E,,39.616667,114.716667,0
,CNQZS,Quzhou,Quzhou,ZJ,-----6--,AS,1407,,,,,,0
,CNROH,Raohe,Raohe,HL,1-------,AS,1601,,4648N 13400E,,46.800000,134.000000,1
,CNRPG,Raoping,Raoping,GD,1-3-----,RL,0401,,2340N 11700E,,23.666667,117.000000,1
,CNRNH,Renhe,Renhe,CQ,--3-----,RL,0607,,2938N 10632E,,29.633333,106.533333,0
,CNRKZ,Rikaze,Rikaze,XZ,--3-----,RL,1401,,,,,,0
,CNRIW,Riwo,Riwo,XZ,--3-----,AS,1601,,,,,,0
,CNRZH,Rizhao,Rizhao,SD,123-----,AS,2107,,3523N 11932E,,35.383333,119.533333,1
,CNRGA,Rong'an,Rong'an,GX,1-------,RL,1401,,,,,,1
,CNRNG,Rongcheng,Rongcheng,HE,--3-----,RL,1401,,,,,,0
,CNRCG,Rongcheng,Rongcheng,SD,1-3-----,RL,1401,,3709N 12223E,,37.150000,122.383333,1
,CNRCH,Rongcheng,Rongcheng,HB,1-------,RL,1401,,,,,,1
,CNRGC,Rongcheng,Rongcheng,GD,1-------,AS,1401,,,,,,1
,CNRJG,Rongjiang,Rongjiang,GZ,1-------,RL,1401,,,,,,1
,CNROQ,Rongqi Pt,Rongqi Pt,GD,1-------,AS,1601,,2247N 11316E,,22.783333,113.266667,1
,CNRSI,Rongshui,Rongshui,GX,1-------,RL,1401,,,,,,1
,CNRXN,Rongxian,Rongxian,FJ,--3-----,RL,1401,,2705N 11926E,,27.083333,119.433333,0
,CNRDO,Rudong,Rudong,32,--3-----,RQ,0901,,3126N 11929E,,31.433333,119.483333,0
,CNRUD,Rudong,Rudong,44,--3-----,RL,0901,,2136N 11126E,,21.600000,111.433333,0
,CNRUG,Rugao,Rugao,JS,123-----,AS,2107,,,,,,1
,CNRIA,Ruian,Ruian,ZJ,1----6--,RL,1401,,,,,,1
,CNRAG,Ruichang,Ruichang,JX,1-------,RL,1401,,,,,,1
,CNRUC,Ruicheng,Ruicheng,14,--3-----,RL,0901,,3441N 11040E,,34.683333,110.666667,0
,CNRUJ,Ruijin,Ruijin,36,--3-----,RL,0901,,2548N 11600E,,25.800000,116.000000,0
,CNRUI,Ruili,Ruili,YN,--3---7-,AS,1601,,2400N 09750E,,24.000000,97.833333,0
,CNRJN,Runjiang,Runjiang,JS,1-------,RL,1401,,,,,,1
,CNWHR,Rushan,Rushan,SD,1-------,AS,1407,,,,,,1
,CNRSN,Rushankou,Rushankou,SD,1-------,RL,1401,,,,,,1
,CNSIQ,Saiqi,Saiqi,FJ,1-------,AS,1401,,2658N 11941E,,26.966667,119.683333,1
,CNSBM,Sanbaimen,Sanbaimen,,1-------,AS,1601,,,,,,1
,CNSAU,Sanbu,Sanbu,GS,--3-----,RL,0207,,3834N 10046E,,38.566667,100.766667,0
,CNSBU,Sanbu Pt,Sanbu Pt,GD,1-------,AS,1601,,,,,,1
,CNSDP,Sandouping,Sandouping,HB,1-------,RL,1401,,,,,,1
,CNANH,Sanhe,Sanhe,GD,--3-----,RL,1401,,2112N 10951E,,21.200000,109.850000,0
,CNSAH,Sanhe,Sanhe,JL,--3-----,AS,1401,,4228N 12943E,,42.466667,129.716667,0
,CNSAA,Sanhua,Sanhua,HB,1-------,RL,1401,,,,,,1
,CNSIG,Sanjiang,Sanjiang,JS,1-------,RL,1401,,,,,,1
,CNPTS,Sanjiangkou,Sanjiangkou,FJ,1-------,AS,1407,,,,,,1
,CNSNP,Sanmenpo,Sanmenpo,46,--3-----,RL,0901,,1943N 11033E,,19.716667,110.550000,0
,CNSMX,Sanmenxia,Sanmenxia,HA,--3-----,RL,2107,,3403N 11114E,,34.050000,111.233333,0
,CNSMS,Sanming,Sanming,FJ,-----6--,AS,1407,,,,,,0
,CNSAM,Sanming / Shanming Shi,Sanming / Shanming Shi,35,1----6--,RL,0901,,2614N 11737E,,26.233333,117.616667,1
,CNSRG,Sanrong,Sanrong,GD,1----6--,RQ,0407,,,,,,1
,CNSNS,Sansha,Sansha,FJ,1-------,AS,1601,,2656N 12013E,,26.933333,120.216667,1
,CNNHS,Sanshan pt,Sanshan pt,GD,1-------,AS,1407,,,,,,1
,CNSNU,Sanshu,Sanshu,JS,--3-----,RL,0607,,3338N 11851E,,33.633333,118.850000,0
,CNSJQ,Sanshui,Sanshui,GD,1-------,AS,1601,,2310N 11252E,,23.166667,112.866667,1
,CNSYX,Sanya,Sanya,HI,-234----,AS,2107,,,,,,0
,CNSYA,Sanya Pt,Sanya Pt,HI,1-------,AS,1601,,3347N 12015E,,33.783333,120.250000,1
,CNSNA,Sanyang,Sanyang,JS,1-------,RL,1401,,,,,,1
,CNSNL,Sanyuanli/Guangzhou,Sanyuanli/Guangzhou,GD,-23-----,RL,0607,,2309N 11315E,,23.150000,113.250000,0
,CNSZA,Sanzao,Sanzao,GD,1-3-----,RL,1401,,2203N 11321E,,22.050000,113.350000,1
,CNSZO,Sanzhou,Sanzhou,HB,1-------,RL,1401,,,,,,1
,CNKJC,Science City,Science City,44,--3-----,RQ,0901,,2306N 11327E,,23.100000,113.450000,0
,CNNDS,Shacheng,Shacheng,FJ,1-------,AS,1407,,2639N 11931E,,26.650000,119.516667,1
